No,Tenth_Percentage,Twelfth_Percentage,College_Tier,Degree,Subjects,UG_Percentage,Internship,Shortlisted_for_Interview,Aptitude_Perc,DS_Alg_Knowledge,Projects,Placed_IT
1974.0,74,88,tier2,B.E,EEE,90,No,Yes,65,Advanced,No,No
1975.0,98,68,tier3,B.E,CIVIL,75,No,No,0,Intermediate,Yes,No
1976.0,67,77,tier3,BTech,EEE,82,No,Yes,43,Intermediate,No,No
1977.0,90,55,tier3,B.E,CIVIL,69,Yes,No,0,Novice,Yes,No
1978.0,80,92,tier1,BTech,DS&AI,76,Yes,Yes,78,Intermediate,Yes,No
1979.0,86,78,tier3,B.E,ECE,67,No,No,0,Intermediate,Yes,No
1980.0,87,86,tier2,B.E,ECE,80,Yes,Yes,67,Intermediate,No,No
1981.0,79,66,tier3,BTech,IT,76,No,Yes,35,Advanced,No,No
1982.0,94,60,tier3,BTech,ECE,72,Yes,No,0,Advanced,Yes,No
1983.0,83,86,tier2,BTech,IT,66,Ongoing,No,0,Advanced,No,No
1984.0,67,59,tier3,B.E,ECE,91,Ongoing,Yes,64,Advanced,Yes,No
1985.0,75,71,tier3,B.E,EEE,94,Yes,Yes,84,Advanced,Yes,No
1986.0,97,62,tier3,BTech,EEE,84,Ongoing,Yes,39,Advanced,Yes,No
1987.0,74,67,tier3,B.E,ECE,90,Yes,Yes,82,Novice,No,No
1988.0,71,79,tier3,BTech,CSE,94,No,Yes,55,Advanced,No,No
1989.0,80,84,tier2,BTech,IT,63,No,No,0,Advanced,No,No
1990.0,76,89,tier2,B.E,IT,65,Ongoing,No,0,Intermediate,No,No
1991.0,89,62,tier3,B.E,CSE,78,Yes,Yes,79,Advanced,No,No
1992.0,93,66,tier3,BTech,EEE,69,No,No,0,Intermediate,No,No
1993.0,66,61,tier3,BTech,EEE,92,Yes,Yes,38,Novice,No,No
1994.0,93,91,tier1,BTech,IT,84,No,Yes,71,Novice,No,No
1995.0,82,69,tier3,BTech,IT,93,Ongoing,Yes,74,Novice,Yes,No
1996.0,98,72,tier3,B.E,ECE,62,Ongoing,No,0,Intermediate,No,No
1997.0,94,72,tier3,B.E,ECE,74,No,No,0,Advanced,No,No
1998.0,68,76,tier3,BTech,ECE,75,No,No,0,Novice,No,No
1999.0,73,82,tier2,B.E,MECH,64,Ongoing,No,0,Advanced,No,No
,91,90,tier1,BTech,DS&AI,94,Yes,Yes,89,Advanced,Yes,No
,76,84,tier2,B.E,CSE,94,Yes,Yes,95,Advanced,Yes,No
,88,90,tier1,B.E,MECH,95,Yes,Yes,96,Advanced,Yes,No
,76,84,tier2,B.E,CSE,91,Yes,Yes,96,Advanced,Yes,No
,70,95,tier1,B.E,IT,95,Yes,Yes,99,Advanced,Yes,No
,66,74,tier3,B.E,IT,80,Yes,Yes,97,Advanced,Yes,Yes
,98,85,tier2,BTech,MECH,85,Yes,Yes,98,Advanced,Yes,Yes
